_id,sentence,target,aspect,score,type
344869,Check out Dell on Google+ ! RT @Dell Google+ Pages are live ! See our Dell page here http://t.co/oNO0l22x,Dell,Dell,1,headline
732586,@dascensionband shavo adadjian of SOAD band is my favorite bass player .. sorry for the late response i don't twit allot :p,shavo adadjian,shavo adadjian,1,headline
263838,Congress is always on to the next big thing ! Healthcare reform is not finished ... it's just getting started .,Congress,Congress,1,headline
286520,â@mashable: Only 5% of Adults Use Location-Based Checkin Apps [REPORT],â@mashable:,â@mashable:,0,headline
947325,VW hails students' bridge design ... http : //p.gs/dzvbh,VW,VW,0,headline
177581,I'm supporting @CharityWater on my profile ! What's your cause ? ( Designed with Themeleon by @COLOURlovers - http://t.co/QnndGWg),Themeleon,Themeleon,0,headline
644298,Tips and tricks for playing Facebook Sorority Life http://dld.bz/by7f,Facebook,Facebook,0,headline
424487,To all Ganna egy Members .Thank you for being on the page http://t.co/NHZBSX6p,Ganna egy,Ganna egy,1,headline
191076,Only Italy : How Teenagers Learned To Hate Joseph Kony : The social media campaign by Invisible Children has drawn ... http://t.co/wVj56P7o,Joseph Kony,Joseph Kony,-1,headline
305562,@Muggie7 see who just follow me :p I think you need this to forward it to everybody who use to ask you about cameras !! http://t.co/lW3w2gmi,@Muggie7,@Muggie7,0,headline
470116,Qatari Man Subdued on Washington-Denver Flight http://alturl.com/38gf,Qatari Man,Qatari Man,0,headline
547432,Tiger Woods quote of the day : â Go talk to the leaders â http://cli.gs/8RTWX,Tiger Woods,Tiger Woods,0,headline
716108,The team which will win the World Cup would have the South American spirit and European brilliance ! Hmmm ...,World Cup,World Cup,0,headline
598126,"Beginning September 6 , 2011 , by visiting m.dell.com on an Android mobile device ( a pop-up screen will prompt users to download ) #dellapp",Android,Android,0,headline
713828,Stop adding me into your Mafia Family ! I don't want to join !,Mafia,Mafia,-1,headline
912271,Search for Honda parts by frame number http://t.co/s20AEcX,Honda,Honda,0,headline
550011,The Ghetto : Photo by Photographer Mert ... http://t.co/VPJ24tXD via @thefancy,Mert,Mert,0,headline
536603,BBC News - Balloon launching world record broken http://t.co/9mgZ6G8i,BBC News,BBC News,0,headline
217153,"I just finished a 4 , 00km run with a pace of 9'15""/km with my Nike+ GPS app .",Nike+,Nike+,0,headline
466610,"3 decades of going green|About 30 years ago , when A.J . Patrick was building his home in the Fallen Timbers .. http://oohja.com/xigK1",A.J . Patrick,A.J . Patrick,0,headline
953730,"Sad Incredible Hulk music as the Cardinals pitcher walks off the mound ? Well done , Miller Park .",Cardinals,Cardinals,1,headline
421550,@DebbieDeeNJ @JackFerriter @oopsadoop @jkheaton @PennDragonArt morning & congrats to the eagles !,@DebbieDeeNJ @JackFerriter,@DebbieDeeNJ @JackFerriter,0,headline
475159,"Yelp's Updated iPhone App Invokes Rick Perry Flub - When discussing bug fixes in the new version of Yelp for iPhone , ... http://t.co/cMuec18w",Yelp's,Yelp's,0,headline
330943,"Sogurt @ BT will be closed from 8-9.30pm today as we are treating all our wonderful Sogirls to dinner , as a reward for their hard work :)",BT,BT,0,headline
342593,The boat trip !!!! Free caipirinha ... See the picture and come to enjoy with us !!! http://tweetphoto.com/22170081,caipirinha,caipirinha,0,headline
175497,I posted a new photo to Facebook http://t.co/7Ck1u5dz,Facebook,Facebook,0,headline
884970,http://t.co/gCFmndV5 Barrack Obama died in a horrible airplane crash ! No survivors !,Barrack Obama,Barrack Obama,-1,headline
184208,"I'm at Kayne's Desk ( Level 3 , 41 changi south ave 2 ) http://4sq.com/lf1rlr",Kayne's,Kayne's,0,headline
614874,I don't know when #Eid started to lose it's touch ! . Is it because we've grown up or because he did . Happy Eid to all though !,#Eid,#Eid,-1,headline
628423,Success is often achieved by those who dont know that failure is inevitable . Coco Chanel,Coco Chanel,Coco Chanel,0,headline
240856,"@3aibAndTheCity lol , yes , Sarah Jessica Parker , you look amazing . I wear Sirwal and Faneela to bed . Want to be friends !!! Some people",Sarah Jessica Parker,Sarah Jessica Parker,1,headline
642101,Retired man stuck with medical bill : by LiAna Gonzales â I'd be driving through town and I'd get really sleepy an ... http://t.co/UZ8lqHOt,LiAna Gonzales,LiAna Gonzales,0,headline
356312,Just poste d: Olympus OM-D E-M5 hands-on preview http://t.co/GDZznvV5,Olympus,Olympus,0,headline
268266,@NaguibSawiris Do u think that mobinil is falling down ? Do u have any plans to save this egyption company ?,mobinil,mobinil,0,headline
323641,Twitter Help Center | Twitter 101 : How should I get started using Twitter ? http://t.co/Cnm9Q77 via @support,Twitter,Twitter,0,headline
399987,How Your Small Business Can Rack Up Energy Savings Like IBM http://cli.gs/s5N0P,IBM,IBM,1,headline
121738,"@georgewow I know , in a way George this is all ur fault . Lol . We will haveto get you on HOrde for Life of The Chaos Stream in the future !",George,George,1,headline
785364,@andersoncooper please help Syria !!! We need you !!,@andersoncooper,@andersoncooper,1,headline
629002,'Johannes Kepler' space freighter ready for launch . Read more - http://bbc.in/hxe1Id,'Johannes Kepler','Johannes Kepler',0,headline
194215,Alfie Allen and Jaime Winstone split after 3 years and this time it's for good .,Alfie Allen,Alfie Allen,0,headline
928493,"A man of ability and the desire to accomplish something can do anything.- Kircher , Donald","Kircher , Donald","Kircher , Donald",0,headline
506503,I posted a new photo to Facebook http://t.co/cb7S2tdg,Facebook,Facebook,0,headline
828840,A Personal Tour Of The Build-a-Bear Workshop http://t.co/HkpznUDF,Build-a-Bear Workshop,Build-a-Bear Workshop,0,headline
843514,"musst du dir ansehen ! -- Names of Six Murdered by Iraqi Forces in Defenseless Camp Ashraf , Friday ... http://t.co/lB3xUB0 via @youtube",Iraqi Forces,Iraqi Forces,-1,headline
799700,"s-s-c just go and care about yr NSAs three pillars , come and disturb us with RAM for what . tmd .",NSAs,NSAs,0,headline
621853,"Obama took our Rights with NDAA , now the President is taking our Guns , leaving us Defenseless http://t.co/D3hTn9sH",Obama,Obama,0,headline
306302,"DON'T SUPPORT OCEANARIUM IN RWS . DOLPHINS DONT BELONG IN A CIRCUS , THEY SHOULD BE RETURN TO THEIR NATURAL HABITAT ..",OCEANARIUM,OCEANARIUM,-1,headline
437158,I liked a @YouTube video http://t.co/2gzHxyfz Michael Jacksons REAL story behind THREATENED - Judgement,Michael Jacksons,Michael Jacksons,1,headline
765532,"Jesus answered , ""It is written : 'Man does not live on bread alone , but on every word that comes from the mouth of God.' Matthew 4 : 4",Jesus,Jesus,1,headline
919845,Working on messaging platform for Kim Kardashian's soon-to-be announced annulment . Suggestions ?,Kim Kardashian's,Kim Kardashian's,0,headline
226702,Tactical Report - Iraq : Sistani dissatisfied with Shiite leaders http://t.co/ljUv3PUR via @TacticalReport,Sistani,Sistani,-1,headline
152513,( http://t.co/mo0clj2P) Texans' first playoff season ends with 20-13 loss at Baltimore : http://t.co/83WhgaJr,http://t.co/mo0clj2P) Texans',http://t.co/mo0clj2P) Texans',0,headline
668310,"I became quite successful very young , and it was mainly because I was so enthusiastic and I just worked so hard at it . Francis Ford Coppola",Francis Ford Coppola,Francis Ford Coppola,0,headline
325807,"Aristotle developed a theory on progressive ensoulment from vegetative , then animal , then human . ( cont ) http://tl.gd/82jsfu",Aristotle,Aristotle,1,headline
776897,@alaaesmaiel http://twitpic.com/2rxdf8 - Become a photokina PIONEER now and upload your impressions of the photokina here http://bit.ly/d7em,@alaaesmaiel,@alaaesmaiel,0,headline
117569,White House condemned the assassination of Kurdish opposition leader Mishaal al-Tammo in Syria- VOK Radio : http://t.co/ndAIRtLJ via @AddThis,Mishaal al-Tammo,Mishaal al-Tammo,0,headline
593494,Happy new year to u all of my followers and respecters in Twitter .,Twitter,Twitter,1,headline
485432,@rimamaktabi Saudi Arabia : Manal Al-Sharif Arrested for defying ban on driving . http://bit.ly/l4vlxH,Manal Al-Sharif,Manal Al-Sharif,0,headline
975417,Check out the great deals we have on some of our most popular Mazda vehicles ! Call ( 888 ) 366-2127 for a test ... http://t.co/LJKuNoHt,Mazda,Mazda,1,headline
104905,Leading Sunni official in Iraq hit by roadside bomb : BAGHDAD â A convoy carrying a leading Sunni government offi ... http://t.co/BmOUAQi1,Sunni official,Sunni official,0,headline
217857,Get your family member out of jail . We can help you . Bailing Service Riverside CA . http://t.co/tRnwqMl,Bailing Service,Bailing Service,0,headline
880900,I posted a new photo to Facebook http://fb.me/GmjaP4y7,Facebook,Facebook,0,headline
360794,Ahmadiyya refugees from Pakistan release from immigration detention in Bangkok ( 6/6/11 ) ... http://fb.me/HfSMDIcr,Ahmadiyya,Ahmadiyya,0,headline
342880,Trying out http://www.snip.ly/ - highlight anything online and share it on facebook or twitter,facebook,facebook,0,headline
721342,"IT objectives have to support the business and IT risks have to be controlled , says Dr Hazim #SWC2011",Dr Hazim,Dr Hazim,0,headline
333885,From SEOconsulting's archive s: Google Doodle HTML5 September 7th 2010 http://t.co/ngdUwktE via @BlogGlue,Google,Google,0,headline
780265,"I posted 9 photos on Facebook in the album """" http://t.co/lf87X0Nu",Facebook,Facebook,0,headline
499471,"Life is a gift , and it offers us the privilege , opportunity , and responsibility to give something back by becoming more . Tony Robbins",Tony Robbins,Tony Robbins,0,headline
633888,"There is always something left to love . And if you ain't learned that , you ain't learned nothing . - Lorraine Hansberry",Lorraine Hansberry,Lorraine Hansberry,0,headline
748412,"Young Entrepreneurs Ask Jack Dorsey Question s: By Scott Budman and Sajid Farooq Jack Dorsey , the Co-Founder and ... http://t.co/yZW5xx3F",Jack Dorsey,Jack Dorsey,0,headline
178419,cute baby laughing - YouTube : Add to . Cute Baby laughing !!! by butter83323103 view s; Thumbnail 3 : 15 . Add to . Top ... http://t.co/uWpyCjcX,YouTube,YouTube,0,headline
695257,"Obama Administration Requests More Money for IR S: By Michael Cohn , Accounting Today The Obama administration has ... http://t.co/pxMgtxnX",Obama,Obama,0,headline
507214,Mockton proposes mining industry news ventures in Australia : http://t.co/s8e34tDt,Mockton,Mockton,0,headline
478260,46851303672 RT @BBCWorld: Russia expresses regret and concern over uranium enrichment,@BBCWorld:,@BBCWorld:,0,headline
184586,Mariam AL-Khawaja do not represent me nor #Bahrain http://twitition.com/9f4zr,Mariam AL-Khawaja,Mariam AL-Khawaja,-1,headline
154824,IAP Election Awareness Survey : http://t.co/7IEiW6v via @stepindia,IAP,IAP,0,headline
535640,Not following anyone on Twitter because of privacy issues ? Protecting Your Privacy with Twitter ! http://fb.me/VxfQC74E,Twitter,Twitter,-1,headline
467562,People & Entertainment Prince Harry takes in a show â in Vegas - Press Heral d: Press HeraldPeople & Entertainmen ... http://t.co/OebduPLR,Prince Harry,Prince Harry,0,headline
701683,Baseball Warehouse : Easy To Understand Information @ http://t.co/5ONMr3x9,Baseball Warehouse,Baseball Warehouse,1,headline
510333,With my sister in sch ! Life sucks ... @Gurvirkhaira http://t.co/nLhgCDh2,my sister,my sister,0,headline
609015,scarlet want to share picture from PicMix http://t.co/5QAEgwym #mypicmix,scarlet,scarlet,0,headline
636328,ALL I WANT TO COMMENT ON IS TAEYEON'S JAWLINE,TAEYEON'S,TAEYEON'S,0,headline
139563,stock quotes :) http://t.co/Ohjbiu7 ebay MSN Money Stock Quotes DJIA index djx stock market today investing news mid-day : Learning and ...,MSN,MSN,0,headline
670050,"â If you don't see yourself as a winner , then you cannot perform as a winner . â - Zig Ziglar . Plz RT #quote",Zig Ziglar,Zig Ziglar,0,headline
260185,kannan and velmurugan took me back to the last college days #thank you very much,kannan,kannan,1,headline
529953,"UFC : Davis-Machida , Nick Fairley , MLB Game 162 : http://t.co/AUTpWDfk",UFC,UFC,0,headline
591947,Watching stepmom on HBO hits . forgot how good the movie was !! Sobbing into my lunch . #fb,HBO,HBO,0,headline
389247,"What is it with the #RIM website ? ! How long will it be down for maintenance ? This sucks !!! # Blackberry , why ? !",#RIM,#RIM,-1,headline
572614,David Beckham wants ''one or two more'' children with his wife to expand their existing brood . http://t.co/Ct7lXNzD,David Beckham,David Beckham,0,headline
214130,@BarackObam Syria !! The snipers weren't killing enough so they've sent army tanks to murder ppl in their sleep ! Plz put sanctions on Assad,@BarackObam,@BarackObam,-1,headline
935064,Sonoma winery surprises with additional donation at Southwest Florida Food ... http://t.co/OSg2KMuO,Southwest Florida Food,Southwest Florida Food,0,headline
606479,House Defeats Amendment to Drop DNS Blocking from Stop Online Piracy Act : The House Judiciary Committee defeated ... http://t.co/Qbt5pVck,House,House,0,headline
873517,@stephaniecapon1 G ball THC feat Jones -close people please leave feed back tell us what you think http://t.co/Z8xYuBvY,Jones,Jones,0,headline
509382,Nice Success Story on Facebook how purEffect really cleaned her skin and got rid of her acne . Take A Look -------&gt ; http://inv.lv/pnDLBK,Facebook,Facebook,0,headline
110995,Apple â s Next iOS Tablet Might Be Called iPad HD Instead Of iPad 3 : http://t.co/Bbay8kFf,Apple,Apple,0,headline
653586,I posted a new photo to Facebook http://t.co/i4iGBTA,Facebook,Facebook,0,headline
765196,Photo : Game of thrones first two books ! Just got them and my pocket is awfully light ! ( Taken with Instagram ... http://t.co/10fUfUE6,Instagram,Instagram,0,headline
395291,# Baseball : Owasso chooses new management for youth baseball http://bit.ly/aAereM,Owasso,Owasso,0,headline
118188,Spider Attack - National Geographic Photo Contest 2011 - National Geographic http://t.co/8mxxEtEh via @NatGeo,National Geographic,National Geographic,0,headline
468885,"My Twitter value is $ 95.50 , according to http://www.twalue.com ... What about yours ? #twalue",Twitter,Twitter,0,headline
795551,I favorited a @YouTube video http://t.co/Gg5mOU5x Windoro Window-Cleaning Robot Demo,Windoro,Windoro,0,headline
758217,"@zhongxueyin I don't know about it , as you know , I am only a beginner on twitter , in any case , feel sorry for any inconveniences caused .",twitter,twitter,0,headline
872919,"fontella_w : How to make $ 1 , 000 , 000 in 7 days http://t.co/5xlNylLk http://t.co/teG2ARj4",fontella_w,fontella_w,0,headline
501089,"Warner Bros . Celebrates 'Casablanca's' 70th Anniversary With Theatrical ... : This screening , titled Turner Class ... http://t.co/u5Uthfq6",Warner Bros,Warner Bros,0,headline
165701,Stop bleeding with Sarang Semut . Let us visit the site in..http://tinyurl.com/yhuhawj,Sarang Semut,Sarang Semut,0,headline
953193,@robinsvine we review company replicated sites use by independent consultants . Here's our R+F site review : http://ow.ly/4CLH8,@robinsvine,@robinsvine,0,headline
284170,CSK rocks .. they did again ..,CSK,CSK,1,headline
646485,I liked a @YouTube video http://t.co/whIzvTVf LOU REED Walk on the wild side,LOU REED,LOU REED,1,headline
270561,Eva sound extra glad to have a paying gig . She stressing every consonant and vowel in the sentence . #HairBattleSpectacular,Eva,Eva,1,headline
533431,@mjanepurcell You're welcome . I welcome the opportunity to connect with you on Facebook . Take care .,Facebook,Facebook,1,headline
537852,Strike was threatened by GdF air traffic controllers union Germany on 16 Feb . 2012 . This could affect the flight s: http://t.co/DbGhcMIo,GdF,GdF,-1,headline
535844,Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s,straightsilverinc,straightsilverinc,1,headline
217590,"Doing Business in Italy : From Katie Morell : For the outsider , living and working in Italy is a practice in patie ... http://t.co/33CYlOQ6",Katie Morell,Katie Morell,0,headline
935718,"jlkVisions Colorado Springs , CO Currently offering 10 % off our design services . Sche http://t.co/ccJWyBrv ColoradoSprings Weddings #coupon",jlkVisions,jlkVisions,0,headline
138827,@alex_zawisza @_MiSSViCTORiAA ... and you guys declare that through Twitter ?,Twitter,Twitter,0,headline
752723,"@leonbolier Heard you gonna play in Kiev soon . Will you make us any surpises in your set ? Denis Borisenko , Kiev , Ukraine .",Denis Borisenko,Denis Borisenko,0,headline
675697,Jessica Simpson Pregnancy Cravings Do Not Include Pizza : What She Wants Instea d: Jessica Simpson is pr ... http://t.co/vnahvqOr pregnancy,Jessica Simpson,Jessica Simpson,0,headline
426449,New Google Search Tool s: Why Are They Important To Your Automotive Ad Agency ? http://bit.ly/9lWwOs,Google,Google,1,headline
232463,American Idol Aaron is my favorite !,Aaron,Aaron,1,headline
799960,Still Suicide Shopping to Ben Bernanke â s Last Dance http://t.co/gisAsqWc,Ben Bernanke,Ben Bernanke,0,headline
114632,"Yesterday , Apple released iOS 5.0.1 , the first update to the company's latest iOS 5.0 mobile operating system and ... http://t.co/qDgse9u7",Apple,Apple,1,headline
700485,"Kiranji , what will be the end outcome of whole exercise ? Do you think these politicians will ready be ready to implement the same Lolpal Bill ?",Kiranji,Kiranji,0,headline
504605,Soccer : Zinedine Zidane is playing the role of peacekeeper at Real Madrid - ESPN http://es.pn/ft8viT,Zinedine Zidane,Zinedine Zidane,0,headline
538550,"Justin Bieber Bought New $ 10 Million Huge Mansion In Cali Other Day , New Photo - OnTheFlix : Justin Bieber bought .. http://t.co/RrWgMn4R",Justin Bieber,Justin Bieber,1,headline
637034,"Those Iranian/Chinese dissent suppressors in the UK Home Office , gearing up to blind & maim protesters more efficiently http://t.co/udSd7DhM",UK Home Office,UK Home Office,0,headline
724700,Russian FSB exploded civil houses in Russia and blamed in this Chechens- formal reason for starting second Chechen war,Russian FSB,Russian FSB,-1,headline
916557,@JeffreyMHebb I will Jeffrey and you too ! I put more faith in the one doing #goodthings through me than I do just me though ....,Jeffrey,Jeffrey,1,headline
881589,"It's a long shot , but if you need a beccles handyman you can call Ryan Gaze at http://t.co/qiIFduT",Ryan Gaze,Ryan Gaze,1,headline
983017,Become an artist at the animation academy dismarks disney social news ...,disney,disney,0,headline
618692,"@majidahhashim Already ? Wow - I think at ASUR we're going to wait until it's ""official"" before we go AOSS ...",ASUR,ASUR,0,headline
885100,"Greece , Portugal , Ireland Government Bonds Fall ; ECB May Signal Rate Path - Bloomberg http://t.co/Q6YXlPt via @BloombergNow",ECB,ECB,0,headline
508307,@WeGotEd Keep it up Ed ..... these idiot republicans . I am starting to wonder WHERE on God's Earth do these people come from . JD,Ed,Ed,1,headline
514690,"""Fabulous book ... thought provoking and humorous."" - Teresa - Nice Knowing You - $ 2.99 Kindle eBook - http://t.co/FhpHIL4s #kindle",Teresa,Teresa,1,headline
164138,@TIME Something similar happened in Colombia when voters believe Mockus sickness was a problem to rule the country,Mockus,Mockus,-1,headline
289457,"Willem de Kooning ""Art never seems to make me peaceful or pure.""",Willem de Kooning,Willem de Kooning,0,headline
800761,Knocked off loh ! D & D tonight . Went shopping w @bewitchingsmile during lunch !,D & D,D & D,1,headline
271810,The Call of True Islam : http://t.co/fEzXEK7,Islam,Islam,0,headline
722299,"Ugarit News || #Syria || [ 11 Dec 2011 ] Al-Bayadah , #Hom s: The martyr Fouad Kan'an along with his Mother , sister , ... http://t.co/UoSl3D0o",Ugarit News,Ugarit News,0,headline
390573,New post : Credit Card Debt Consolidation : Apply Today - BigNews.biz ( press release ) ( http://cli.gs/edTHt),BigNews.biz,BigNews.biz,0,headline
856707,Drooled at the Apple store . http://t.co/rBnX98i7,Apple store,Apple store,1,headline
998461,""" @ BrianCarriveau : Mason Crosby's 633 career points is the most in NFL history by a player in his first five seasons."" AMAZING !!!",Mason Crosby's,Mason Crosby's,1,headline
794899,Ohio suspect rarely spoke about home : T.J . Lane didn't belong to any particular clique in the schools he attende ... http://t.co/wxrHFchF,T.J . Lane,T.J . Lane,0,headline
567523,"as you've heard , AJ left twitter without saying goodbye nor revealing his reasons . this is why some KissMes are trying to trend # ComeBackAJ .",AJ,AJ,0,headline
619500,Who controls the past controls the future . Who controls the present controls the past ... George Orwell .,George Orwell,George Orwell,0,headline
491384,New Blog Post :: NCCCO approves calculator use http://t.co/Er7FSkGE,NCCCO,NCCCO,0,headline
840163,"@aronraju Bangalore times , i have seen.It's a supplement available only at Bangalore .. Why it was not happened front page of Times of India .",Bangalore times,Bangalore times,1,headline
583566,@HBSAlumni YESMENA http://t.co/sB2R7eYL - a social enterprise initiative for MSMEs in the MENA region,YESMENA,YESMENA,0,headline
577645,"KEEP UP THE GREAT WORK - Call your senator NOW @350USA In 24 hours we sent 781 , 000 messages opposing Keystone XL http://t.co/KZXqtX48 #noKXL",Keystone XL,Keystone XL,-1,headline
455138,Write for Human Rights ! ( Via Amnesty International ) http://t.co/qJDGMHgp,Amnesty International,Amnesty International,0,headline
869006,White Horse keyboards by Taylor Swift http://t.co/H9em6zG via @echords,Taylor Swift,Taylor Swift,0,headline
260535,Ã¢ÂÂ An eye for eye only ends up making the whole world blind . Ã¢ÂÂ Mohatma Gandhi .,Mohatma Gandhi,Mohatma Gandhi,0,headline
705096,"Chiquita CEO shares his road map to succe ss: In Charlotte , Chiquita is looking to hire people for finance , infor ... http://t.co/KwBVHOdq",Chiquita,Chiquita,0,headline
903617,its coming on ! come on wagner !,wagner,wagner,1,headline
160308,Mouth-watering Red Zone Buffalo Wing s: http://bit.ly/dvfCa1,Red Zone,Red Zone,1,headline
901074,Dan had a great kickstart today to achieve his goal . He's hooked on a new daily sms service ! spon http://tinyurl.com/2d2sa6h,Al Jazeera,Al Jazeera,0,headline
704586,"If I had to live my life again , I'd make the same mistakes , only sooner . Tallulah Bankhead",Tallulah Bankhead,Tallulah Bankhead,0,headline
455367,Get in the spotlight like Wills and Kate with an intro video on your site ! http://VideoSoundandPhoto.com. 10 % discount till 2nd May !,Wills,Wills,1,headline
460687,Ã¢ÂÂ @ nytime s: Jailed Afghan Woman Freed but Urged to Marry Rapist http://t.co/cSAR0cO2Ã¢ÂÂ //WTF ?,nytime s:,nytime s:,0,headline
349190,@Dr_Singel since last week after work I pass by macdonalds to get mcflurry â¥ can't get enough of it,macdonalds,macdonalds,1,headline
576689,Serbia set for 'historic' leap into EU http://t.co/w7i2Wjp7,EU,EU,0,headline
387864,I posted a new photo to Facebook http://t.co/Z4Rkrns,Facebook,Facebook,0,headline
352239,see : Berbatov To The Rescue - But Manchester United's Endless Desire To Win Means They Will Always Find A Hero From ... http://bit.ly/gK9mS7,Berbatov,Berbatov,0,headline
755331,Check this video out -- Coca Cola Content 2020 Part One http://t.co/Vn2XJ95D via @youtube,Coca Cola,Coca Cola,0,headline
274913,The GOP didn't want our troops to withdraw from Iraq . *SMH* Can't imagine the Republicans running the show . #Obama2012,GOP,GOP,-1,headline
950193,"#039 http://t.co/MPm4zhc I cant find a photo by John Lennon Yoko Ono . Hes laying on her in a bed , if you have the photo , please ...",John Lennon Yoko Ono,John Lennon Yoko Ono,0,headline
611526,Gene Simmons Of Kiss On Marketing . An interview that is great ! Steve Baldwin is in there too.| http://ow.ly/5cTU9,Gene Simmons,Gene Simmons,1,headline
471526,"""The mind is its own place , and in itself , can make heaven of Hell , and a hell of Heaven."" ~John Milton",~John Milton,~John Milton,0,headline
887076,"Hell nahh ! Each swisher sweet costs $ 3 in Mexico , crazy .",swisher,swisher,-1,headline
111725,@TeamNeulife dun knw if im 1 of d winner if im- Snehanshu Gupta Calcutta Cycle Store Reti Chowk Gorakhpur Uttar Pradesh 273001 09935160160,Snehanshu Gupta Calcutta Cycle Store,Snehanshu Gupta Calcutta Cycle Store,0,headline
151401,"Internet Marketing and Business Consultant Services Gap Filled with Launch of ... : ( PRWEB ) February 29 , 2012 In ... http://t.co/lV5RXPQO",Internet Marketing and Business Consultant Services,Internet Marketing and Business Consultant Services,0,headline
559099,The Manx flag +soil from our parliamentary home Tynwald Hill has recently been taken to space by #iom astronaut Nicole Stott #twestival,Nicole Stott,Nicole Stott,0,headline
311813,Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C,Facebook,Facebook,0,headline
837907,So his stock was worth laughing at ? RT @STcom : Peeing Frenchman sues Google for making him 'laughing stock' http://t.co/iepC5GYg,Google,Google,0,headline
358073,J Lo ?? had gained a new respect for you on AI but now ? what was that you wore ?,J Lo,J Lo,-1,headline
472268,Steve Jobs and the Seven Rules of Success http://t.co/oqhgafQ6,Steve Jobs,Steve Jobs,1,headline
